ITEM1;ITEM2;ITEM3;ITEM4;ITEM5;ITEM6;ITEM7;ITEM8;ITEM9;ITEM10;ITEM11
Leche;Mermelada;Pan Molde;;;;;;;;
Azucar;Mermelada;;;;;;;;;
Mantequilla;Pan;Cafe Instantaneo;;;;;;;;
Azucar;Yogur;Pan;Te en bolsa;Queso;Mantequilla;;;;;
Pan Molde;Jamon;Leche;Azucar;Mantequilla;Queso;Dulce de leche;Te en bolsa;Mermelada;Cafe Instantaneo;
Mermelada;Jamon;Yogur;Pan;;;;;;;
Leche;Azucar;Jamon;Dulce de leche;Queso;Mantequilla;Yogur;;;;
Pan Molde;Cafe Instantaneo;Pan;Dulce de leche;Azucar;;;;;;
Pan Molde;Pan;Mantequilla;Leche;Cafe Instantaneo;Dulce de leche;Azucar;Queso;;;
Mantequilla;Leche;;;;;;;;;
Queso;Mermelada;Cafe Instantaneo;Jamon;;;;;;;
Leche;Te en bolsa;Mermelada;Azucar;Pan Molde;Yogur;Mantequilla;Dulce de leche;;;
Mermelada;Dulce de leche;Pan Molde;Jamon;Leche;Cafe Instantaneo;Yogur;;;;
Mantequilla;Azucar;Queso;Pan;Jamon;Mermelada;Yogur;;;;
Cafe Instantaneo;Azucar;Queso;Jamon;Pan Molde;;;;;;
Dulce de leche;Mermelada;Cafe Instantaneo;Pan Molde;Pan;Mantequilla;Queso;;;;
Mermelada;Pan;Cafe Instantaneo;Yogur;;;;;;;
Cafe Instantaneo;Mermelada;Dulce de leche;Yogur;;;;;;;
Cafe Instantaneo;Pan;Jamon;Te en bolsa;;;;;;;
Leche;Dulce de leche;Te en bolsa;Jamon;;;;;;;
Jamon;Mantequilla;Cafe Instantaneo;Queso;;;;;;;
Pan Molde;Queso;Leche;Mantequilla;Jamon;Yogur;Pan;Te en bolsa;Dulce de leche;;
Queso;Jamon;Pan Molde;Dulce de leche;;;;;;;
Azucar;Te en bolsa;;;;;;;;;
Queso;Yogur;Jamon;Mantequilla;Te en bolsa;Azucar;;;;;
Dulce de leche;Pan Molde;;;;;;;;;
Pan;Cafe Instantaneo;Dulce de leche;Yogur;;;;;;;
Mantequilla;Jamon;Pan;Leche;Mermelada;Azucar;;;;;
Te en bolsa;Yogur;Mantequilla;;;;;;;;
Te en bolsa;Yogur;Jamon;Cafe Instantaneo;Mantequilla;Pan;Queso;Leche;Pan Molde;;
Jamon;Pan;Mermelada;;;;;;;;
Leche;Jamon;Pan;Cafe Instantaneo;Mermelada;Azucar;Te en bolsa;Mantequilla;Dulce de leche;;
Azucar;Mermelada;Mantequilla;;;;;;;;
Pan;Te en bolsa;Jamon;Cafe Instantaneo;;;;;;;
Yogur;Mantequilla;Mermelada;;;;;;;;
Pan;Yogur;Mermelada;Te en bolsa;;;;;;;
Pan;Leche;;;;;;;;;
Pan Molde;Mantequilla;Dulce de leche;Azucar;Queso;;;;;;
Azucar;Te en bolsa;Pan Molde;Leche;;;;;;;
Queso;Pan;Azucar;Leche;;;;;;;
Pan Molde;Jamon;Mermelada;Mantequilla;Te en bolsa;Dulce de leche;;;;;
Leche;Azucar;;;;;;;;;
Queso;Pan Molde;Yogur;Te en bolsa;Mermelada;Mantequilla;Cafe Instantaneo;Jamon;;;
Cafe Instantaneo;Yogur;Pan Molde;Mantequilla;Pan;;;;;;
Leche;Cafe Instantaneo;Te en bolsa;;;;;;;;
Leche;Cafe Instantaneo;Mermelada;Jamon;;;;;;;
Queso;Azucar;Mermelada;Yogur;Dulce de leche;Mantequilla;;;;;
Leche;Yogur;;;;;;;;;
Leche;Azucar;Jamon;Pan;Mermelada;Yogur;;;;;
Mermelada;Pan;Queso;Pan Molde;Leche;Azucar;Mantequilla;Te en bolsa;;;
Pan;Azucar;;;;;;;;;
Azucar;Te en bolsa;;;;;;;;;
Azucar;Dulce de leche;Pan Molde;Cafe Instantaneo;Yogur;Mantequilla;;;;;
Mermelada;Mantequilla;Pan;Dulce de leche;Cafe Instantaneo;Azucar;Jamon;;;;
Mermelada;Cafe Instantaneo;Jamon;Pan;Mantequilla;Leche;Dulce de leche;Queso;;;
Yogur;Azucar;Pan;;;;;;;;
Pan;Queso;Yogur;Mantequilla;Leche;Te en bolsa;;;;;
Leche;Mermelada;;;;;;;;;
Cafe Instantaneo;Dulce de leche;Yogur;Mantequilla;Mermelada;Te en bolsa;;;;;
Azucar;Queso;;;;;;;;;
Cafe Instantaneo;Dulce de leche;Mantequilla;Pan Molde;Leche;Mermelada;Jamon;;;;
Queso;Mantequilla;Mermelada;Cafe Instantaneo;;;;;;;
Mermelada;Azucar;Yogur;Te en bolsa;Queso;Pan Molde;Jamon;;;;
Leche;Dulce de leche;Queso;Cafe Instantaneo;Pan;Mermelada;Te en bolsa;;;;
Pan;Leche;;;;;;;;;
Te en bolsa;Queso;Mermelada;Cafe Instantaneo;Leche;Jamon;Mantequilla;;;;
Pan Molde;Yogur;Mantequilla;Queso;Azucar;Leche;Cafe Instantaneo;;;;
Pan;Jamon;Yogur;Cafe Instantaneo;Pan Molde;;;;;;
Mermelada;Azucar;Yogur;;;;;;;;
Mermelada;Queso;Te en bolsa;Dulce de leche;Mantequilla;Cafe Instantaneo;Yogur;Leche;;;
Azucar;Pan;Te en bolsa;;;;;;;;
Leche;Queso;;;;;;;;;
Cafe Instantaneo;Mermelada;Mantequilla;;;;;;;;
Queso;Dulce de leche;Cafe Instantaneo;;;;;;;;
Cafe Instantaneo;Mantequilla;Te en bolsa;Pan Molde;Queso;Pan;;;;;
Te en bolsa;Pan Molde;Cafe Instantaneo;Mantequilla;Jamon;Queso;Dulce de leche;;;;
Azucar;Jamon;Mantequilla;Leche;Queso;Dulce de leche;Te en bolsa;Pan Molde;;;
Queso;Pan;Azucar;Yogur;Pan Molde;;;;;;
Dulce de leche;Jamon;Pan Molde;Yogur;;;;;;;
Yogur;Te en bolsa;;;;;;;;;
Azucar;Mermelada;Leche;Pan Molde;Dulce de leche;Te en bolsa;Yogur;Queso;;;
Pan Molde;Dulce de leche;Queso;Mantequilla;Leche;Te en bolsa;Yogur;Cafe Instantaneo;Azucar;;
Pan;Pan Molde;Leche;Mermelada;Dulce de leche;;;;;;
Queso;Dulce de leche;Te en bolsa;Mermelada;Pan;Cafe Instantaneo;;;;;
Pan Molde;Mantequilla;Cafe Instantaneo;Azucar;Te en bolsa;Mermelada;Pan;Dulce de leche;;;
Pan;Azucar;Te en bolsa;Dulce de leche;;;;;;;
Leche;Cafe Instantaneo;Dulce de leche;Yogur;Mermelada;Pan;;;;;
Yogur;Cafe Instantaneo;Mermelada;Queso;Te en bolsa;Dulce de leche;Mantequilla;Pan Molde;Azucar;Leche;
Te en bolsa;Queso;Leche;Pan;Pan Molde;Dulce de leche;Jamon;Mantequilla;;;
Dulce de leche;Mantequilla;Yogur;Te en bolsa;Azucar;Leche;Queso;;;;
Leche;Jamon;Mantequilla;Queso;Yogur;Pan;;;;;
Cafe Instantaneo;Pan Molde;Yogur;Queso;Jamon;;;;;;
Pan;Azucar;Mantequilla;Te en bolsa;Pan Molde;Mermelada;Jamon;Yogur;;;
Azucar;Leche;Mantequilla;Pan;Yogur;;;;;;
Dulce de leche;Azucar;Te en bolsa;Pan Molde;Yogur;;;;;;
Yogur;Pan Molde;Pan;Jamon;Leche;Mantequilla;Te en bolsa;Azucar;;;
Mantequilla;Yogur;Dulce de leche;Pan Molde;Queso;Jamon;;;;;
Mantequilla;Azucar;Queso;Mermelada;Leche;Dulce de leche;;;;;
Dulce de leche;Pan Molde;Yogur;Mantequilla;Mermelada;Queso;;;;;
Pan Molde;Jamon;Te en bolsa;Mantequilla;Leche;Dulce de leche;Mermelada;;;;
Mantequilla;Cafe Instantaneo;Yogur;Jamon;Azucar;Te en bolsa;Pan Molde;Mermelada;Pan;;
Te en bolsa;Pan;;;;;;;;;
Te en bolsa;Cafe Instantaneo;Mermelada;Azucar;;;;;;;
Te en bolsa;Mantequilla;Jamon;Pan Molde;Azucar;Yogur;;;;;
Cafe Instantaneo;Dulce de leche;Pan Molde;Azucar;Te en bolsa;;;;;;
Cafe Instantaneo;Jamon;Mermelada;Mantequilla;;;;;;;
Azucar;Te en bolsa;Pan Molde;Mantequilla;Leche;Dulce de leche;Pan;;;;
Jamon;Queso;Yogur;Pan Molde;Cafe Instantaneo;Azucar;Mermelada;;;;
Queso;Te en bolsa;Pan Molde;Jamon;Yogur;;;;;;
Azucar;Jamon;Leche;Mermelada;Dulce de leche;Pan;;;;;
Pan;Leche;Queso;Yogur;Pan Molde;Jamon;Cafe Instantaneo;Mermelada;;;
Dulce de leche;Pan Molde;Jamon;Azucar;;;;;;;
Te en bolsa;Azucar;Queso;Dulce de leche;;;;;;;
Pan Molde;Mermelada;Yogur;;;;;;;;
Queso;Pan;Azucar;;;;;;;;
Pan;Yogur;Te en bolsa;Leche;Azucar;Pan Molde;Mantequilla;;;;
Mermelada;Te en bolsa;;;;;;;;;
Cafe Instantaneo;Pan;Te en bolsa;Mermelada;Leche;Azucar;;;;;
Pan;Queso;Jamon;;;;;;;;
Mantequilla;Pan Molde;Queso;Te en bolsa;Dulce de leche;;;;;;
Jamon;Te en bolsa;Pan Molde;Azucar;Mantequilla;Yogur;;;;;
Mermelada;Cafe Instantaneo;Yogur;Jamon;Pan Molde;Azucar;Te en bolsa;;;;
Te en bolsa;Yogur;Cafe Instantaneo;Mermelada;Pan;Queso;Azucar;;;;
Mantequilla;Dulce de leche;;;;;;;;;
Mermelada;Jamon;Cafe Instantaneo;Leche;Yogur;;;;;;
Te en bolsa;Yogur;Queso;Jamon;;;;;;;
Cafe Instantaneo;Queso;Azucar;;;;;;;;
Azucar;Jamon;Leche;Mantequilla;Pan;;;;;;
Yogur;Dulce de leche;Pan Molde;Pan;Leche;Azucar;;;;;
Leche;Pan;;;;;;;;;
Jamon;Cafe Instantaneo;Mermelada;Pan Molde;Pan;Yogur;Te en bolsa;Queso;;;
Dulce de leche;Leche;Yogur;Queso;Te en bolsa;Pan;;;;;
Yogur;Queso;Azucar;Jamon;Pan Molde;Dulce de leche;Cafe Instantaneo;;;;
Jamon;Yogur;Azucar;Pan Molde;Mermelada;;;;;;
Mermelada;Cafe Instantaneo;Yogur;Mantequilla;Te en bolsa;;;;;;
Jamon;Pan;Cafe Instantaneo;Leche;Queso;Pan Molde;Yogur;Mermelada;;;
Mantequilla;Yogur;Azucar;Mermelada;Jamon;Dulce de leche;;;;;
Jamon;Te en bolsa;Pan;Leche;Pan Molde;;;;;;
Pan Molde;Queso;Te en bolsa;Pan;Jamon;Dulce de leche;;;;;
Dulce de leche;Queso;Yogur;Te en bolsa;Leche;Pan;Pan Molde;Azucar;;;
Te en bolsa;Pan;Leche;Azucar;Mermelada;Pan Molde;Jamon;Dulce de leche;;;
Pan;Yogur;Te en bolsa;;;;;;;;
Leche;Mantequilla;;;;;;;;;
Pan;Dulce de leche;Jamon;Yogur;Mantequilla;Queso;Mermelada;Azucar;Cafe Instantaneo;;
Te en bolsa;Pan Molde;;;;;;;;;
Mermelada;Te en bolsa;Cafe Instantaneo;Azucar;Leche;Dulce de leche;Queso;Mantequilla;;;
Cafe Instantaneo;Dulce de leche;Mantequilla;Jamon;Queso;;;;;;
Jamon;Mermelada;Yogur;;;;;;;;
Te en bolsa;Leche;Yogur;Pan Molde;Jamon;Dulce de leche;;;;;
Pan;Mermelada;Yogur;Queso;Azucar;Te en bolsa;Pan Molde;Cafe Instantaneo;Mantequilla;;
Te en bolsa;Queso;Pan;Pan Molde;;;;;;;
Cafe Instantaneo;Mermelada;Pan Molde;Yogur;Mantequilla;Te en bolsa;Pan;Jamon;;;
Queso;Jamon;Azucar;Yogur;Te en bolsa;;;;;;
Yogur;Azucar;Pan Molde;Dulce de leche;;;;;;;
Mantequilla;Te en bolsa;Pan;;;;;;;;
Pan Molde;Cafe Instantaneo;Azucar;Queso;Dulce de leche;Leche;;;;;
Te en bolsa;Leche;Mantequilla;Yogur;Cafe Instantaneo;;;;;;
Mantequilla;Queso;Mermelada;;;;;;;;
Mantequilla;Dulce de leche;Mermelada;Te en bolsa;Jamon;Pan Molde;Azucar;;;;
Yogur;Pan Molde;Mantequilla;Jamon;Azucar;Mermelada;Dulce de leche;Leche;Pan;;
Mermelada;Pan Molde;Te en bolsa;Cafe Instantaneo;Pan;Jamon;;;;;
Yogur;Dulce de leche;Mermelada;Azucar;Cafe Instantaneo;;;;;;
Mantequilla;Pan Molde;Mermelada;Jamon;Azucar;;;;;;
Queso;Mantequilla;Yogur;Pan Molde;Te en bolsa;Jamon;;;;;
Pan Molde;Jamon;Queso;Yogur;Dulce de leche;Leche;;;;;
Queso;Te en bolsa;Leche;Pan Molde;;;;;;;
Queso;Te en bolsa;Leche;Dulce de leche;;;;;;;
Pan;Azucar;Queso;;;;;;;;
Leche;Queso;;;;;;;;;
Queso;Pan Molde;Jamon;Leche;Te en bolsa;;;;;;
Queso;Cafe Instantaneo;Mermelada;;;;;;;;
Yogur;Jamon;Dulce de leche;Pan;Mantequilla;;;;;;
Jamon;Pan;;;;;;;;;
Yogur;Te en bolsa;Dulce de leche;Mantequilla;Queso;Cafe Instantaneo;Mermelada;Pan;;;
Pan;Yogur;Jamon;Te en bolsa;Mermelada;Pan Molde;Dulce de leche;Mantequilla;;;
Mermelada;Te en bolsa;Queso;Azucar;Mantequilla;Jamon;Yogur;;;;
Azucar;Pan;Pan Molde;Cafe Instantaneo;Queso;Te en bolsa;;;;;
Jamon;Cafe Instantaneo;Pan;Leche;;;;;;;
Pan Molde;Mantequilla;Dulce de leche;Leche;Mermelada;;;;;;
Te en bolsa;Leche;Azucar;Mermelada;Pan;Cafe Instantaneo;Queso;;;;
Queso;Pan Molde;Dulce de leche;Cafe Instantaneo;Pan;;;;;;
Yogur;Te en bolsa;Dulce de leche;Mermelada;Azucar;Queso;;;;;
Mermelada;Te en bolsa;Mantequilla;Cafe Instantaneo;Pan;;;;;;
Dulce de leche;Yogur;;;;;;;;;
Dulce de leche;Azucar;;;;;;;;;
Leche;Pan Molde;Azucar;;;;;;;;
Dulce de leche;Pan;Mermelada;Pan Molde;Yogur;Leche;Jamon;Mantequilla;Cafe Instantaneo;;
Pan Molde;Pan;Mantequilla;Leche;Jamon;Yogur;;;;;
Queso;Azucar;Yogur;Mantequilla;;;;;;;
Jamon;Leche;Pan Molde;;;;;;;;
Pan Molde;Leche;Azucar;Pan;Te en bolsa;Cafe Instantaneo;Jamon;Yogur;;;
Mantequilla;Yogur;Mermelada;Pan;Queso;Te en bolsa;Azucar;;;;
Mantequilla;Queso;Cafe Instantaneo;;;;;;;;
Cafe Instantaneo;Leche;Azucar;Dulce de leche;Mantequilla;Pan Molde;Queso;Yogur;Te en bolsa;;
Yogur;Mermelada;Te en bolsa;Jamon;Cafe Instantaneo;Azucar;Pan;Leche;;;
Pan Molde;Yogur;Cafe Instantaneo;Mantequilla;Mermelada;;;;;;
Leche;Te en bolsa;Dulce de leche;Pan;Mermelada;;;;;;
Jamon;Azucar;Mermelada;Te en bolsa;Cafe Instantaneo;Yogur;;;;;
Jamon;Queso;Pan;;;;;;;;
Azucar;Yogur;Queso;Mermelada;Pan;Te en bolsa;Leche;;;;
Cafe Instantaneo;Jamon;Dulce de leche;Yogur;Mantequilla;;;;;;
Te en bolsa;Cafe Instantaneo;Pan Molde;Mermelada;Azucar;Jamon;Queso;;;;
Yogur;Queso;Te en bolsa;;;;;;;;
Leche;Dulce de leche;Pan Molde;Azucar;Te en bolsa;Cafe Instantaneo;Mantequilla;Mermelada;;;
Queso;Jamon;Pan Molde;Pan;Te en bolsa;Leche;Dulce de leche;Mermelada;;;
Azucar;Pan Molde;Mermelada;Mantequilla;Pan;Leche;Yogur;;;;
Pan Molde;Mantequilla;Pan;Queso;Jamon;;;;;;
Mantequilla;Jamon;Mermelada;;;;;;;;
Mermelada;Mantequilla;Queso;Jamon;Yogur;Pan Molde;Te en bolsa;;;;
Te en bolsa;Azucar;Mermelada;Queso;Yogur;Pan Molde;Pan;Jamon;;;
Cafe Instantaneo;Leche;Yogur;Queso;Mantequilla;Te en bolsa;Jamon;Azucar;;;
Mantequilla;Leche;Mermelada;Pan;;;;;;;
Te en bolsa;Queso;Dulce de leche;Leche;Pan Molde;Mermelada;;;;;
Queso;Azucar;Yogur;Te en bolsa;Cafe Instantaneo;Mermelada;Leche;;;;
Pan Molde;Mermelada;Cafe Instantaneo;Pan;Leche;Queso;;;;;
Leche;Jamon;Pan Molde;Mermelada;Mantequilla;Cafe Instantaneo;;;;;
Leche;Dulce de leche;Jamon;Queso;Pan Molde;Azucar;Yogur;Te en bolsa;;;
Mantequilla;Pan Molde;Cafe Instantaneo;Yogur;Te en bolsa;;;;;;
Azucar;Dulce de leche;Jamon;Te en bolsa;Yogur;Mantequilla;Pan;Mermelada;Pan Molde;;
Jamon;Pan Molde;Dulce de leche;Mermelada;Queso;Cafe Instantaneo;;;;;
Queso;Yogur;Mermelada;Mantequilla;Jamon;Te en bolsa;Dulce de leche;;;;
Azucar;Jamon;Pan;Pan Molde;Mantequilla;Mermelada;Cafe Instantaneo;;;;
Yogur;Mantequilla;Pan;Te en bolsa;Cafe Instantaneo;Pan Molde;Queso;Jamon;Dulce de leche;;
Queso;Dulce de leche;;;;;;;;;
Leche;Yogur;Jamon;Queso;Te en bolsa;Pan Molde;;;;;
Cafe Instantaneo;Pan Molde;Dulce de leche;Leche;Yogur;Jamon;Azucar;;;;
Cafe Instantaneo;Pan Molde;Dulce de leche;Te en bolsa;;;;;;;
Jamon;Pan Molde;Te en bolsa;Queso;Dulce de leche;Mantequilla;;;;;
Azucar;Leche;Queso;Yogur;Mantequilla;;;;;;
Queso;Pan;Mermelada;Te en bolsa;Mantequilla;;;;;;
Cafe Instantaneo;Azucar;Te en bolsa;Pan;Jamon;Mermelada;Dulce de leche;Mantequilla;;;
Pan Molde;Azucar;Mantequilla;Te en bolsa;Leche;Jamon;Yogur;Dulce de leche;;;
Azucar;Queso;Yogur;;;;;;;;
Jamon;Queso;Pan Molde;Cafe Instantaneo;Dulce de leche;Te en bolsa;Mermelada;;;;
Cafe Instantaneo;Queso;Azucar;Dulce de leche;;;;;;;
Mantequilla;Queso;Pan;Yogur;Azucar;Cafe Instantaneo;Leche;Pan Molde;Te en bolsa;;
Pan Molde;Dulce de leche;Mantequilla;Te en bolsa;Leche;Cafe Instantaneo;Mermelada;;;;
Mermelada;Azucar;Cafe Instantaneo;Leche;Mantequilla;Jamon;;;;;
Leche;Jamon;;;;;;;;;
Azucar;Queso;;;;;;;;;
Queso;Yogur;Leche;Dulce de leche;Cafe Instantaneo;Te en bolsa;;;;;
Jamon;Azucar;Mermelada;Dulce de leche;Cafe Instantaneo;;;;;;
Mantequilla;Azucar;Leche;Dulce de leche;Jamon;Pan;Pan Molde;Queso;;;
Te en bolsa;Queso;Leche;Mantequilla;Mermelada;;;;;;
Jamon;Queso;Mantequilla;Pan;Te en bolsa;Yogur;;;;;
Te en bolsa;Queso;Azucar;Pan Molde;Yogur;;;;;;
Mantequilla;Queso;;;;;;;;;
Te en bolsa;Mermelada;Queso;Yogur;Mantequilla;Azucar;Leche;Pan Molde;;;
Cafe Instantaneo;Mermelada;Jamon;Pan Molde;Mantequilla;;;;;;
Mantequilla;Leche;Azucar;Te en bolsa;Yogur;;;;;;
Cafe Instantaneo;Azucar;Pan Molde;Jamon;;;;;;;
Queso;Mermelada;Mantequilla;Jamon;Pan Molde;;;;;;
Cafe Instantaneo;Te en bolsa;Pan;Mantequilla;Queso;Azucar;;;;;
Mermelada;Pan Molde;Leche;Jamon;;;;;;;
Pan;Te en bolsa;Queso;Yogur;Mantequilla;Pan Molde;Azucar;;;;
Mermelada;Cafe Instantaneo;Azucar;Pan Molde;Te en bolsa;Pan;;;;;
Queso;Te en bolsa;Azucar;Cafe Instantaneo;Dulce de leche;Jamon;Yogur;Pan;Leche;;
Cafe Instantaneo;Azucar;Mermelada;Queso;Dulce de leche;Yogur;Pan Molde;Leche;;;
Mermelada;Jamon;;;;;;;;;
Pan;Dulce de leche;Azucar;Mantequilla;Yogur;Pan Molde;Mermelada;;;;
Mantequilla;Mermelada;Pan Molde;Cafe Instantaneo;Queso;;;;;;
Te en bolsa;Dulce de leche;;;;;;;;;
Pan;Pan Molde;Yogur;Te en bolsa;Leche;;;;;;
Jamon;Queso;Mantequilla;;;;;;;;
Queso;Azucar;Yogur;Mermelada;Pan;;;;;;
Mermelada;Leche;Queso;;;;;;;;
Dulce de leche;Mermelada;Leche;Queso;Azucar;Jamon;Yogur;Te en bolsa;;;
Yogur;Pan Molde;Te en bolsa;Queso;Mantequilla;Jamon;Azucar;;;;
Dulce de leche;Mermelada;Azucar;Leche;Cafe Instantaneo;Yogur;Pan Molde;;;;
Yogur;Cafe Instantaneo;Queso;Pan;;;;;;;
Dulce de leche;Queso;Yogur;Te en bolsa;Pan;Pan Molde;;;;;
Azucar;Leche;Queso;Mantequilla;;;;;;;
Cafe Instantaneo;Pan;;;;;;;;;
Dulce de leche;Mantequilla;Azucar;Cafe Instantaneo;Te en bolsa;Yogur;Pan Molde;;;;
Leche;Yogur;Pan;Pan Molde;Azucar;Mermelada;Jamon;;;;
Mermelada;Leche;Pan;Dulce de leche;Queso;Pan Molde;;;;;
Leche;Mermelada;Pan Molde;Jamon;Cafe Instantaneo;Queso;Azucar;;;;
Queso;Te en bolsa;Jamon;;;;;;;;
Mermelada;Pan Molde;;;;;;;;;
Yogur;Azucar;Cafe Instantaneo;Pan Molde;Dulce de leche;;;;;;
Leche;Te en bolsa;Yogur;Dulce de leche;Cafe Instantaneo;;;;;;
Queso;Pan Molde;Leche;Yogur;Mantequilla;;;;;;
Pan Molde;Mermelada;Leche;;;;;;;;
Yogur;Leche;Jamon;Azucar;Cafe Instantaneo;;;;;;
Yogur;Azucar;Te en bolsa;;;;;;;;
Te en bolsa;Pan;Mantequilla;Azucar;Dulce de leche;;;;;;
Leche;Jamon;Cafe Instantaneo;Pan;Mermelada;Pan Molde;Dulce de leche;Yogur;;;
Yogur;Pan;Jamon;Leche;;;;;;;
Queso;Pan;Azucar;Yogur;Mermelada;Leche;;;;;
Mermelada;Te en bolsa;Cafe Instantaneo;Queso;Azucar;Pan Molde;;;;;
Yogur;Pan;Cafe Instantaneo;Mermelada;Queso;;;;;;
Mermelada;Queso;Azucar;Leche;Mantequilla;Dulce de leche;Cafe Instantaneo;Pan;;;
Cafe Instantaneo;Azucar;Pan;Yogur;Mantequilla;Dulce de leche;Leche;Mermelada;;;
Leche;Queso;Cafe Instantaneo;Jamon;Pan Molde;Yogur;;;;;
Mermelada;Mantequilla;Azucar;Dulce de leche;Leche;Jamon;;;;;
Jamon;Cafe Instantaneo;;;;;;;;;
Mantequilla;Dulce de leche;Jamon;Mermelada;Cafe Instantaneo;Yogur;Pan Molde;;;;
Mantequilla;Pan;Jamon;Queso;;;;;;;
Mantequilla;Dulce de leche;Queso;Yogur;Azucar;;;;;;
Te en bolsa;Pan Molde;;;;;;;;;
Mermelada;Pan;Dulce de leche;Pan Molde;;;;;;;
Mermelada;Dulce de leche;Cafe Instantaneo;Pan;;;;;;;
Pan;Pan Molde;Azucar;Cafe Instantaneo;Jamon;Te en bolsa;Leche;;;;
Mantequilla;Pan Molde;Yogur;Cafe Instantaneo;Queso;Dulce de leche;;;;;
Yogur;Pan;Leche;Mantequilla;;;;;;;
Azucar;Cafe Instantaneo;Yogur;Mermelada;Leche;;;;;;
Yogur;Jamon;Cafe Instantaneo;Leche;Dulce de leche;;;;;;
Jamon;Leche;Mermelada;Pan;Pan Molde;;;;;;
Pan;Te en bolsa;Yogur;Mantequilla;Dulce de leche;Azucar;Leche;Cafe Instantaneo;Queso;Mermelada;
Mantequilla;Azucar;Te en bolsa;Dulce de leche;;;;;;;
Cafe Instantaneo;Leche;Pan Molde;Pan;;;;;;;
Azucar;Queso;Jamon;Yogur;Leche;Cafe Instantaneo;Te en bolsa;;;;
Yogur;Pan Molde;Cafe Instantaneo;Mantequilla;;;;;;;
Mermelada;Pan;;;;;;;;;
Pan;Jamon;Dulce de leche;;;;;;;;
Queso;Cafe Instantaneo;Azucar;Jamon;;;;;;;
Pan Molde;Pan;Mermelada;Leche;Te en bolsa;Cafe Instantaneo;Azucar;Queso;;;
Cafe Instantaneo;Pan;Queso;Dulce de leche;Mantequilla;;;;;;
Cafe Instantaneo;Queso;Mermelada;Leche;Azucar;Yogur;;;;;
Cafe Instantaneo;Te en bolsa;Azucar;Yogur;Mantequilla;Leche;;;;;
Mantequilla;Azucar;Yogur;Mermelada;Queso;Pan;;;;;
Mantequilla;Queso;Yogur;Te en bolsa;Azucar;Dulce de leche;Leche;;;;
Cafe Instantaneo;Jamon;Yogur;Te en bolsa;Dulce de leche;Mermelada;;;;;
Azucar;Leche;Queso;Yogur;Mermelada;Cafe Instantaneo;Dulce de leche;;;;
Te en bolsa;Queso;Mantequilla;Azucar;;;;;;;
Azucar;Jamon;Queso;Pan;Mantequilla;Leche;Mermelada;;;;
Queso;Leche;Azucar;Pan;Jamon;Cafe Instantaneo;;;;;
Te en bolsa;Yogur;Cafe Instantaneo;;;;;;;;
Pan Molde;Pan;Mantequilla;Dulce de leche;Leche;Azucar;Mermelada;;;;
Azucar;Mermelada;Mantequilla;Pan;;;;;;;
Queso;Pan;Jamon;Mantequilla;Dulce de leche;Cafe Instantaneo;;;;;
Cafe Instantaneo;Azucar;Jamon;Mantequilla;Pan;Queso;Mermelada;Pan Molde;Dulce de leche;;
Pan;Pan Molde;Dulce de leche;Leche;Mermelada;Queso;Cafe Instantaneo;;;;
Mantequilla;Pan Molde;Yogur;Cafe Instantaneo;Leche;Azucar;Jamon;;;;
Azucar;Mantequilla;Te en bolsa;Dulce de leche;Pan;Queso;Cafe Instantaneo;;;;
Mermelada;Pan Molde;Jamon;Yogur;;;;;;;
Pan;Leche;Yogur;;;;;;;;
Mermelada;Pan;Jamon;Dulce de leche;Azucar;Leche;;;;;
Mermelada;Te en bolsa;Queso;;;;;;;;
Te en bolsa;Azucar;Cafe Instantaneo;Mantequilla;;;;;;;
Pan;Yogur;Pan Molde;Azucar;Leche;Queso;Cafe Instantaneo;Mantequilla;;;
Pan Molde;Pan;Leche;;;;;;;;
Mantequilla;Azucar;Queso;Dulce de leche;;;;;;;
Queso;Pan Molde;Te en bolsa;Mantequilla;Dulce de leche;Leche;;;;;
Leche;Mantequilla;Yogur;Queso;Pan;Te en bolsa;Pan Molde;Azucar;;;
Te en bolsa;Dulce de leche;Azucar;;;;;;;;
Yogur;Jamon;Pan Molde;Dulce de leche;Pan;Mermelada;;;;;
Yogur;Leche;Pan;Jamon;Pan Molde;;;;;;
Azucar;Dulce de leche;Pan Molde;Pan;;;;;;;
Te en bolsa;Yogur;Mermelada;Queso;Azucar;Dulce de leche;;;;;
Yogur;Azucar;Dulce de leche;Pan Molde;Cafe Instantaneo;Jamon;Leche;Te en bolsa;;;
Pan;Te en bolsa;Cafe Instantaneo;Mantequilla;;;;;;;
Pan Molde;Mermelada;Mantequilla;Queso;Leche;;;;;;
Cafe Instantaneo;Jamon;;;;;;;;;
Yogur;Jamon;Te en bolsa;Dulce de leche;Cafe Instantaneo;Mantequilla;Mermelada;Queso;;;
Cafe Instantaneo;Leche;Pan;Jamon;Mermelada;;;;;;
Mantequilla;Pan;Te en bolsa;Leche;Azucar;Cafe Instantaneo;;;;;
Te en bolsa;Leche;Mantequilla;;;;;;;;
Dulce de leche;Mantequilla;Te en bolsa;Mermelada;Yogur;;;;;;
Azucar;Cafe Instantaneo;Queso;Dulce de leche;Yogur;Te en bolsa;;;;;
Dulce de leche;Cafe Instantaneo;Mermelada;Azucar;Te en bolsa;;;;;;
Dulce de leche;Queso;Leche;Te en bolsa;Mermelada;;;;;;
